,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_term_NN,logdir
0,0.4599824547767639,,9.0,1714166415,,True,10,416bd1a0,2024-04-26_23-20-15,7.687793493270874,75.93228006362915,415851,zimmerib,139.11.222.200,75.93228006362915,10,0.002428916946974888,25,35,416bd1a0
1,0.022140363231301308,,,1714166777,,True,101,8c2fabba,2024-04-26_23-26-17,0.00040411949157714844,435.50794792175293,415940,zimmerib,139.11.222.200,435.50794792175293,101,0.04160439645256607,50,45,8c2fabba
2,0.1518738716840744,,,1714166772,,True,101,18c0d939,2024-04-26_23-26-12,0.0004401206970214844,428.31016874313354,416126,zimmerib,139.11.222.200,428.31016874313354,101,0.003960515045685085,50,35,18c0d939
3,0.4053882360458374,,9.0,1714166391,,True,10,df569558,2024-04-26_23-19-51,4.309913158416748,44.49757242202759,416230,zimmerib,139.11.222.200,44.49757242202759,10,0.007982478599323922,75,35,df569558
4,0.5058667063713074,,9.0,1714166438,,True,10,1be8ac6c,2024-04-26_23-20-38,4.3138628005981445,44.37835478782654,416472,zimmerib,139.11.222.200,44.37835478782654,10,0.0013389279116695488,50,35,1be8ac6c
5,0.17765310406684875,,29.0,1714166549,,True,30,d63b038b,2024-04-26_23-22-29,4.28415584564209,131.54069328308105,416630,zimmerib,139.11.222.200,131.54069328308105,30,0.028226046783939623,75,15,d63b038b
6,0.028277473524212837,,,1714167166,,True,101,703d245f,2024-04-26_23-32-46,0.0008904933929443359,724.8605296611786,416773,zimmerib,139.11.222.200,724.8605296611786,101,0.01627848888091436,25,45,703d245f
7,0.4946417212486267,,9.0,1714166595,,True,10,c89d76a8,2024-04-26_23-23-15,4.210569620132446,43.508585929870605,417220,zimmerib,139.11.222.200,43.508585929870605,10,0.0020874681332882297,50,25,c89d76a8
8,0.5262271165847778,,9.0,1714166674,,True,10,6e6c64ef,2024-04-26_23-24-34,7.47959566116333,75.8490104675293,417448,zimmerib,139.11.222.200,75.8490104675293,10,0.0001048156533075998,25,45,6e6c64ef
9,0.03833891823887825,,89.0,1714167358,,True,90,8c42b6a5,2024-04-26_23-35-58,7.131260395050049,680.8737292289734,417786,zimmerib,139.11.222.200,680.8737292289734,90,0.020209756220944206,25,35,8c42b6a5
10,0.5132951736450195,,9.0,1714166819,,True,10,0b5697f0,2024-04-26_23-26-59,4.47557520866394,43.724947929382324,418195,zimmerib,139.11.222.200,43.724947929382324,10,0.00027693352161829547,50,5,0b5697f0
11,0.522307813167572,,9.0,1714166825,,True,10,961143f1,2024-04-26_23-27-05,4.43728494644165,45.223593950271606,418262,zimmerib,139.11.222.200,45.223593950271606,10,0.0002506612217710199,50,15,961143f1
12,0.5296034812927246,,9.0,1714166866,,True,10,ac469c8b,2024-04-26_23-27-46,4.387365102767944,44.20637893676758,418473,zimmerib,139.11.222.200,44.20637893676758,10,0.0007019683821378801,50,5,ac469c8b
13,0.510235607624054,,9.0,1714166904,,True,10,7946308b,2024-04-26_23-28-24,7.319660902023315,76.07562375068665,418578,zimmerib,139.11.222.200,76.07562375068665,10,0.0004899108428855477,25,5,7946308b
