,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,logdir
0,0.5213474035263062,,9.0,1714131254,,True,10,c71d280c,2024-04-26_13-34-14,7.974011421203613,78.22939610481262,243222,zimmerib,139.11.222.200,78.22939610481262,10,0.002428916946974888,25,c71d280c
1,0.5222868323326111,,,1714131619,,True,101,6ecb603b,2024-04-26_13-40-19,0.0003845691680908203,440.33472180366516,243311,zimmerib,139.11.222.200,440.33472180366516,101,0.0003776663327107339,75,6ecb603b
2,0.38150158524513245,,,1714131621,,True,101,20cff721,2024-04-26_13-40-21,0.00036334991455078125,439.9420840740204,243515,zimmerib,139.11.222.200,439.9420840740204,101,0.016730402817820244,75,20cff721
3,4.502604133449495e-05,,,1714131953,,True,101,602c5532,2024-04-26_13-45-53,0.0003581047058105469,770.1777901649475,243602,zimmerib,139.11.222.200,770.1777901649475,101,0.11999975480350802,25,602c5532
4,0.5234235525131226,,9.0,1714131335,,True,10,54338a25,2024-04-26_13-35-35,7.630385160446167,77.87042593955994,243938,zimmerib,139.11.222.200,77.87042593955994,10,0.00133469775741781,25,54338a25
5,0.45430663228034973,,29.0,1714131470,,True,30,24b7ffb7,2024-04-26_13-37-50,4.360648155212402,131.25055193901062,244292,zimmerib,139.11.222.200,131.25055193901062,30,0.01833266087018814,75,24b7ffb7
6,0.5168010592460632,,9.0,1714131554,,True,10,d0ab380f,2024-04-26_13-39-14,8.283071517944336,81.91251921653748,244807,zimmerib,139.11.222.200,81.91251921653748,10,0.004863951003835903,25,d0ab380f
7,0.5103972554206848,,9.0,1714131604,,True,10,1e092d88,2024-04-26_13-40-04,4.366559267044067,45.87512946128845,245179,zimmerib,139.11.222.200,45.87512946128845,10,0.015535445807588463,50,1e092d88
8,0.5255784392356873,,9.0,1714131651,,True,10,69ef8620,2024-04-26_13-40-51,4.433471441268921,44.25694417953491,245408,zimmerib,139.11.222.200,44.25694417953491,10,0.0001740299082352256,50,69ef8620
9,0.5245429873466492,,9.0,1714131667,,True,10,ea9083c5,2024-04-26_13-41-07,4.526799917221069,45.79475378990173,245530,zimmerib,139.11.222.200,45.79475378990173,10,0.0013389279116695488,50,ea9083c5
10,0.5254825353622437,,9.0,1714131670,,True,10,65759122,2024-04-26_13-41-10,4.534324645996094,45.722275495529175,245594,zimmerib,139.11.222.200,45.722275495529175,10,0.00028275856573117597,75,65759122
