,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,logdir
0,2.8718408164553617,,49.0,1714352411,,True,50,8b0ba5a5,2024-04-29_03-00-11,76.11759996414185,4768.796992301941,949661,virtualHerbert,139.11.222.16,4768.796992301941,50,0.002428916946974888,50,8b0ba5a5
1,2.8446746697924694,,49.0,1714350106,,True,50,4c258e00,2024-04-29_02-21-46,49.117608308792114,2461.526917219162,949803,virtualHerbert,139.11.222.16,2461.526917219162,50,0.00037758875456826864,150,4c258e00
2,2.9420857399797464,,49.0,1714352405,,True,50,6339b0c6,2024-04-29_03-00-05,75.91947674751282,4758.431354761124,950895,virtualHerbert,139.11.222.16,4758.431354761124,50,0.00011916299962955152,50,6339b0c6
3,2.8447635298732483,,49.0,1714350065,,True,50,b1130dd1,2024-04-29_02-21-05,48.11763954162598,2415.4586412906647,950980,virtualHerbert,139.11.222.16,2415.4586412906647,50,0.00047687854154826123,150,b1130dd1
4,,,,1714350375,,True,101,f23039a0,2024-04-29_02-26-15,0.0018780231475830078,2723.407505750656,951065,virtualHerbert,139.11.222.16,2723.407505750656,101,0.01833266087018814,250,f23039a0
5,1.5360204387356146e-05,,,1714350416,,True,101,7d3891f3,2024-04-29_02-26-56,0.001657724380493164,2761.8001403808594,951151,virtualHerbert,139.11.222.16,2761.8001403808594,101,0.08023102291340051,200,7d3891f3
6,,,,1714350389,,True,101,89883dc2,2024-04-29_02-26-29,0.0021491050720214844,2732.2667229175568,951237,virtualHerbert,139.11.222.16,2732.2667229175568,101,0.01767218232266507,250,89883dc2
7,1.5396056913724343e-05,,,1714350419,,True,101,f5c8caca,2024-04-29_02-26-59,0.0016551017761230469,2758.932170152664,951322,virtualHerbert,139.11.222.16,2758.932170152664,101,0.09777718780862653,200,f5c8caca
8,2.8441964610219648,,,1714350357,,True,101,e63f4812,2024-04-29_02-25-57,0.0020923614501953125,2694.951754808426,951408,virtualHerbert,139.11.222.16,2694.951754808426,101,0.00028275856573117597,200,e63f4812
9,0.000245593494525262,,,1714350394,,True,101,5e98623d,2024-04-29_02-26-34,0.0016679763793945312,2728.455790042877,951495,virtualHerbert,139.11.222.16,2728.455790042877,101,0.028226046783939623,200,5e98623d
10,1.5677676148907164e-05,,,1714351227,,True,101,5e82a0a4,2024-04-29_02-40-27,0.0016491413116455078,3559.6620790958405,951578,virtualHerbert,139.11.222.16,3559.6620790958405,101,0.3858908267105388,150,5e82a0a4
11,1.535510502381695e-05,,,1714350391,,True,101,4d58d468,2024-04-29_02-26-31,0.0028655529022216797,2720.4029018878937,951664,virtualHerbert,139.11.222.16,2720.4029018878937,101,0.25703078530155593,250,4d58d468
