,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_ODE,config/model/layers_hidden_ODE,logdir
0,0.00029744044436639746,,,1714233051,,True,101,45813661,2024-04-27_17-50-51,0.0016207695007324219,672.0913708209991,822623,virtualHerbert,139.11.222.16,672.0913708209991,101,0.002428916946974888,50,25,2,45813661
1,0.07822233605810498,,49.0,1714232518,,True,50,7b21ecf5,2024-04-27_17-41-58,2.7206592559814453,136.82347631454468,822768,virtualHerbert,139.11.222.16,136.82347631454468,50,0.0006101491367302714,250,25,3,7b21ecf5
2,0.04114141830007108,,49.0,1714232521,,True,50,fb0c49ed,2024-04-27_17-42-01,2.710733652114868,136.31919384002686,823861,virtualHerbert,139.11.222.16,136.31919384002686,50,0.0005477562363971308,250,35,3,fb0c49ed
3,0.009755987660825747,,,1714232601,,True,101,3e4fc922,2024-04-27_17-43-21,0.002004861831665039,214.2404134273529,823944,virtualHerbert,139.11.222.16,214.2404134273529,101,0.00424727979536972,250,15,2,3e4fc922
4,77.81270201928439,,49.0,1714232535,,True,50,9b34c7e4,2024-04-27_17-42-15,2.8678009510040283,145.44978547096252,824031,virtualHerbert,139.11.222.16,145.44978547096252,50,0.2986609237000943,200,35,1,9b34c7e4
5,0.0003892438369222965,,,1714232627,,True,101,e6827337,2024-04-27_17-43-47,0.002129793167114258,235.02069640159607,824117,virtualHerbert,139.11.222.16,235.02069640159607,101,0.010172238474449055,250,35,2,e6827337
6,0.0009794365523526783,,,1714232731,,True,101,8864ea92,2024-04-27_17-45-31,0.0017611980438232422,335.65478587150574,824204,virtualHerbert,139.11.222.16,335.65478587150574,101,0.002118136662725142,150,35,1,8864ea92
7,0.0026607874106876475,,,1714232664,,True,101,5351474a,2024-04-27_17-44-24,0.0015416145324707031,266.4484257698059,824290,virtualHerbert,139.11.222.16,266.4484257698059,101,0.04347815171760586,200,5,1,5351474a
8,,,,1714232629,,True,101,0f506ea0,2024-04-27_17-43-49,0.001384735107421875,229.4646713733673,824376,virtualHerbert,139.11.222.16,229.4646713733673,101,0.22754178673650124,200,35,2,0f506ea0
9,0.05160921425371495,,49.0,1714232544,,True,50,db8a8fb7,2024-04-27_17-42-24,2.8600261211395264,141.69520711898804,824463,virtualHerbert,139.11.222.16,141.69520711898804,50,0.0004899108428855477,250,45,1,db8a8fb7
10,0.0017544167134675764,,,1714232634,,True,101,4dcf2740,2024-04-27_17-43-54,0.0026481151580810547,229.34763598442078,824549,virtualHerbert,139.11.222.16,229.34763598442078,101,0.003499377379316632,250,45,1,4dcf2740
11,0.021105231664001554,,49.0,1714232551,,True,50,80d76ae6,2024-04-27_17-42-31,2.7903356552124023,143.53657484054565,824635,virtualHerbert,139.11.222.16,143.53657484054565,50,0.0012969996024538206,200,25,2,80d76ae6
