,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_NN,logdir
0,1.488037979667546e+191,,49.0,1714290072,,True,50,b7dd8826,2024-04-28_09-41-12,5.127657175064087,310.6803345680237,908343,virtualHerbert,139.11.222.16,310.6803345680237,50,0.3564310626417875,150,35,b7dd8826
1,1.3886387719666697,,49.0,1714289997,,True,50,af1846c0,2024-04-28_09-39-57,4.591671705245972,232.26802515983582,908486,virtualHerbert,139.11.222.16,232.26802515983582,50,0.0030506797319446144,200,25,af1846c0
2,0.03722663579230531,,,1714290180,,True,101,63f047c0,2024-04-28_09-43-00,0.002058267593383789,412.64861702919006,909580,virtualHerbert,139.11.222.16,412.64861702919006,101,0.11196754273325343,200,25,63f047c0
3,2.2766071075789314,,49.0,1714290000,,True,50,4826dc3a,2024-04-28_09-40-00,4.639277219772339,231.0006217956543,909666,virtualHerbert,139.11.222.16,231.0006217956543,50,0.00040552015972653775,200,45,4826dc3a
4,0.14259269045111816,,,1714290190,,True,101,1c59f96c,2024-04-28_09-43-10,0.0018336772918701172,418.3731038570404,909752,virtualHerbert,139.11.222.16,418.3731038570404,101,0.008346278728126936,250,35,1c59f96c
5,0.060717257082195504,,,1714290356,,True,101,14fd0c5a,2024-04-28_09-45-56,0.0016508102416992188,581.5819976329803,909839,virtualHerbert,139.11.222.16,581.5819976329803,101,0.008640572606809541,150,15,14fd0c5a
6,2.837183729372718,,49.0,1714289999,,True,50,74b62b96,2024-04-28_09-39-59,4.301365852355957,221.84232711791992,909925,virtualHerbert,139.11.222.16,221.84232711791992,50,0.0001128739870172494,250,5,74b62b96
7,2.2651968254546766,,49.0,1714290000,,True,50,f56e312c,2024-04-28_09-40-00,3.957709550857544,221.2765817642212,910011,virtualHerbert,139.11.222.16,221.2765817642212,50,0.0010466998859657542,200,15,f56e312c
8,0.030577856824847437,,,1714290205,,True,101,5f0a1c17,2024-04-28_09-43-25,0.0016205310821533203,423.52238941192627,910098,virtualHerbert,139.11.222.16,423.52238941192627,101,0.13170450577988782,200,25,5f0a1c17
9,0.0012372133303161796,,,1714290354,,True,101,2d06d812,2024-04-28_09-45-54,0.0016241073608398438,568.9567070007324,910183,virtualHerbert,139.11.222.16,568.9567070007324,101,0.0820615699344871,150,5,2d06d812
10,2.165400811841036,,49.0,1714290007,,True,50,af4e3111,2024-04-28_09-40-07,4.173563480377197,219.5234293937683,910270,virtualHerbert,139.11.222.16,219.5234293937683,50,0.0031768742017456173,200,5,af4e3111
11,6.003116809112345e+90,,49.0,1714290009,,True,50,07280580,2024-04-28_09-40-09,3.827453851699829,219.07447624206543,910356,virtualHerbert,139.11.222.16,219.07447624206543,50,0.4636749756008871,200,45,07280580
