,mean,std
0,0.007203148037660825,0.004258012420067942
1,0.17232834361493582,0.11039942943262018
2,0.06440481683239338,0.038506678790034325
3,0.060158344451338,0.03490783245618514
4,0.06491753784939643,0.05655023743439203
5,0.04446741053834553,0.027972594575374175
6,0.028070180909708076,0.011884769977394813
7,0.023372255498543326,0.013379348614881152
8,0.028346368810161927,0.021357025091533106
9,0.0290547399781644,0.02387354060463209
10,0.025096391560509752,0.019182210338086685
11,0.021333177573978825,0.014431882486759163
12,0.017494839848950474,0.00849101732215553
13,0.01367118488997215,0.007567196424961162
14,0.013181411428377001,0.008495974713946704
15,0.0144515195861458,0.01072206073908801
16,0.013118512695655175,0.010270028542176552
17,0.011462325812317375,0.00797956139603706
18,0.010138081619515951,0.005574615854419221
19,0.0092327554011717,0.004436099983017126
20,0.0084716788260266,0.004088631423862011
21,0.008104758686385976,0.004407499635951954
22,0.00859952368773515,0.005824555411437496
23,0.007770652999170075,0.0043259593752390645
24,0.00745041295886035,0.0042855054532294
25,0.006968878326006175,0.003938427440147393
26,0.00637957174330945,0.003176345734986333
27,0.006194872432388325,0.0031385356024396824
28,0.00593900145031505,0.0031652957624029865
29,0.005693587183486625,0.002949786454934712
30,0.00521308323368425,0.002239352452800083
31,0.006681373168248625,0.005410142255524569
32,0.005528242501895824,0.003359273136915174
33,0.0053768321522511,0.003201994260335504
34,0.00516853143926705,0.0031142027755199
35,0.004890072275884375,0.0026542643482153146
36,0.004593347373884125,0.0023344805374098973
37,0.00443175871623675,0.002251714617988132
38,0.0042883550049737,0.0020774976601876955
39,0.003996207087766325,0.0016094954739428958
40,0.00376101903384545,0.001344603149174807
41,0.00373047793982545,0.0013526738716151793
42,0.0036867704475298,0.0014026968458760566
43,0.0035675416002049747,0.001270010579025702
44,0.0034157557529397,0.001083537595533025
45,0.0033452080097048998,0.0010097663535866752
46,0.0033262053621001,0.0010699844519606605
47,0.00327679794281715,0.0010973565770497087
48,0.003178243176080225,0.0009547763378536546
49,0.003071616054512525,0.0008176357198623746
50,0.003008018305990775,0.0008152029744604879
51,0.0030092312372289,0.000850167014265146
52,0.002987610932905175,0.0008441265813351138
53,0.0029222532175480747,0.0007994489730586291
54,0.00287846766877915,0.0007751873319512311
55,0.00285868794890115,0.0008062150472051049
56,0.0028324356535449,0.0008208552109143903
57,0.002780481125228075,0.0007815387063385404
58,0.00272013398353005,0.0007398455041373967
59,0.002674024086445525,0.0007113443141517156
60,0.002632761315908225,0.0006926225387550557
61,0.002580664877314075,0.0006638920532741308
62,0.002540526096709025,0.0006465506896395294
63,0.0025196122587658,0.0006456637516690793
64,0.00249728336348195,0.000654092456702715
65,0.00246055424213405,0.0006354523963000273
66,0.002426361199468325,0.0006139670057147795
67,0.0023987901513464,0.0005978809111527744
68,0.0023773202556185,0.0005737317941020353
69,0.002397568983724275,0.0005103175060436044
70,0.002319429419003375,0.0005382697839634574
71,0.0023921177489682503,0.00047703696299681474
72,0.0022949297563172252,0.0004934029899265373
73,0.0023097322846297,0.0004648989757523835
74,0.002240119007183175,0.0004838530663226749
75,0.0022390723461284748,0.00046219438295105273
76,0.0021999458840582,0.00046723307587890706
77,0.0021755612979177,0.0004614986273791277
78,0.002147971012163875,0.0004589063989966773
79,0.002111872046953,0.00047007059458087743
80,0.0021135043352842,0.0004561809954268262
81,0.00208261996158395,0.0004662469465057021
82,0.002061860810499575,0.00046351983054758434
83,0.002042997628450325,0.0004575844554563567
84,0.002025811409112,0.0004526976251667647
85,0.001999748987145675,0.0004496852064233499
86,0.001972735131857875,0.00042941151120782096
87,0.001957110944203975,0.0004111774156631281
88,0.0019495683372951502,0.0003783504633729953
89,0.0019450190593487998,0.00034556465533334355
90,0.001977159408852425,0.00032651289996168064
91,0.001925355842104125,0.0004376220007061664
92,0.0019275547238066502,0.0005357834111049582
93,0.0018875970563384998,0.0004527663255952109
94,0.001856399787357,0.0003964967329479117
95,0.0018338061345275,0.00043925332600641437
96,0.001827988540753675,0.00045175325055231945
97,0.00182097341166805,0.00035833833712492296
98,0.0018361112452111748,0.0004503154446603715
99,0.001858243049355175,0.0003797828538495352
