,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_LSTM,config/model/LSTM_layers,logdir
0,0.32058492006112704,,,1714239926,,True,101,a4e40ee1,2024-04-27_19-45-26,0.0016856193542480469,3.014587640762329,858061,virtualHerbert,139.11.222.16,3.014587640762329,101,0.3564310626417875,150,35,2,a4e40ee1
1,0.010374683445610806,,,1714239927,,True,101,3797d725,2024-04-27_19-45-27,0.0017850399017333984,2.1297454833984375,858204,virtualHerbert,139.11.222.16,2.1297454833984375,101,0.03843110425490106,250,25,1,3797d725
2,0.01852858429901864,,,1714239932,,True,101,af4bd72f,2024-04-27_19-45-32,0.002166271209716797,3.9091851711273193,859299,virtualHerbert,139.11.222.16,3.9091851711273193,101,0.0006690891552416776,50,25,1,af4bd72f
3,0.11571963523434474,,49.0,1714239932,,True,50,ca47fcc7,2024-04-27_19-45-32,0.012979507446289062,1.8986866474151611,859385,virtualHerbert,139.11.222.16,1.8986866474151611,50,0.32482833648983434,250,5,2,ca47fcc7
4,0.0653306974648265,,49.0,1714239935,,True,50,9415f091,2024-04-27_19-45-35,0.016859769821166992,2.018155574798584,859471,virtualHerbert,139.11.222.16,2.018155574798584,50,0.1473464921624929,250,15,3,9415f091
5,0.00963708221581611,,,1714239938,,True,101,b9fb747b,2024-04-27_19-45-38,0.0021626949310302734,2.529789924621582,859557,virtualHerbert,139.11.222.16,2.529789924621582,101,0.05368408898399178,200,35,2,b9fb747b
6,0.18388238109092883,,49.0,1714239940,,True,50,f2f83bc6,2024-04-27_19-45-40,0.023259401321411133,2.4095771312713623,859643,virtualHerbert,139.11.222.16,2.4095771312713623,50,0.00027516445068539617,150,45,3,f2f83bc6
7,0.006254589662287228,,,1714239947,,True,101,78e867f9,2024-04-27_19-45-47,0.0018925666809082031,6.438226699829102,859729,virtualHerbert,139.11.222.16,6.438226699829102,101,0.03251236377105588,50,15,3,78e867f9
8,0.052197023916113576,,49.0,1714239946,,True,50,d6444ae3,2024-04-27_19-45-46,0.04413747787475586,3.3694002628326416,859816,virtualHerbert,139.11.222.16,3.3694002628326416,50,0.0005646552263082997,50,15,2,d6444ae3
9,0.07456678638714392,,49.0,1714239948,,True,50,cd5928d8,2024-04-27_19-45-48,0.0226287841796875,2.357905864715576,859902,virtualHerbert,139.11.222.16,2.357905864715576,50,0.0047739306701102555,150,5,3,cd5928d8
10,0.14550600038766207,,49.0,1714239950,,True,50,4941a271,2024-04-27_19-45-50,0.014791250228881836,1.8987972736358643,859988,virtualHerbert,139.11.222.16,1.8987972736358643,50,0.001750458989325737,250,15,2,4941a271
11,0.005753619193037918,,,1714239957,,True,101,692741c1,2024-04-27_19-45-57,0.0019402503967285156,6.664147615432739,860074,virtualHerbert,139.11.222.16,6.664147615432739,101,0.004902816852526642,50,15,3,692741c1
