,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_ODE,config/model/layers_hidden_ODE,logdir
0,0.000778803469364818,,,1714235020,,True,101,f3703ca2,2024-04-27_18-23-40,0.002361297607421875,225.41104936599731,828573,virtualHerbert,139.11.222.16,225.41104936599731,101,0.03768934816960834,250,15,2,f3703ca2
1,0.20114115400636878,,49.0,1714234970,,True,50,b3e76a72,2024-04-27_18-22-50,3.4471147060394287,172.38116478919983,828764,virtualHerbert,139.11.222.16,172.38116478919983,50,0.00016624429458629445,150,35,2,b3e76a72
2,0.017656937833147868,,49.0,1714234933,,True,50,2eebeadd,2024-04-27_18-22-13,2.6382083892822266,133.68546772003174,829808,virtualHerbert,139.11.222.16,133.68546772003174,50,0.0021789405695474577,200,25,3,2eebeadd
3,0.02610481132602556,,49.0,1714235209,,True,50,466a4432,2024-04-27_18-26-49,7.310210943222046,407.12205147743225,829894,virtualHerbert,139.11.222.16,407.12205147743225,50,0.0071825525342876445,50,35,3,466a4432
4,0.0008930737660046039,,,1714235613,,True,101,c6a29326,2024-04-27_18-33-33,0.0014934539794921875,808.1763353347778,829980,virtualHerbert,139.11.222.16,808.1763353347778,101,0.01700988297694941,50,15,3,c6a29326
5,0.13861503245388584,,49.0,1714235212,,True,50,86b35429,2024-04-27_18-26-52,8.074445009231567,404.55370235443115,830066,virtualHerbert,139.11.222.16,404.55370235443115,50,0.0002031120859442569,50,15,1,86b35429
6,0.031227743319024562,,49.0,1714235228,,True,50,867eac6a,2024-04-27_18-27-08,7.381917953491211,417.93701362609863,830151,virtualHerbert,139.11.222.16,417.93701362609863,50,0.00036830129338508714,50,15,3,867eac6a
7,1176.3841302851934,,49.0,1714234971,,True,50,754b8d4a,2024-04-27_18-22-51,3.108628511428833,159.10926699638367,830236,virtualHerbert,139.11.222.16,159.10926699638367,50,0.48061925798078936,150,45,1,754b8d4a
8,0.003436251978661925,,,1714235138,,True,101,615750f3,2024-04-27_18-25-38,0.0016586780548095703,322.94501519203186,830322,virtualHerbert,139.11.222.16,322.94501519203186,101,0.0015523748756545188,250,45,3,615750f3
9,0.00039960457154834215,,,1714235192,,True,101,cf17975f,2024-04-27_18-26-32,0.0019245147705078125,373.8931403160095,830408,virtualHerbert,139.11.222.16,373.8931403160095,101,0.008494447626162726,150,35,2,cf17975f
10,0.09458090796544479,,49.0,1714234977,,True,50,a8cf9b6a,2024-04-27_18-22-57,3.014819622039795,156.55605459213257,830496,virtualHerbert,139.11.222.16,156.55605459213257,50,0.05060777346725278,250,45,3,a8cf9b6a
11,0.000332352126323132,,,1714235129,,True,101,f263e416,2024-04-27_18-25-29,0.003941059112548828,305.95117139816284,830583,virtualHerbert,139.11.222.16,305.95117139816284,101,0.012727049549154967,150,15,2,f263e416
