,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_C_NN,logdir
30,0.26618435978889465,,29.0,1714142545,,True,30,dcae2b63,2024-04-26_16-42-25,6.853884696960449,205.77604866027832,296593,zimmerib,139.11.222.200,205.77604866027832,30,0.14450982730919204,25,5,dcae2b63
31,0.5129700303077698,,9.0,1714142447,,True,10,bbeb756f,2024-04-26_16-40-47,7.147019386291504,74.48190689086914,296768,zimmerib,139.11.222.200,74.48190689086914,10,0.006992847864283537,25,5,bbeb756f
32,0.5123481750488281,,9.0,1714142520,,True,10,64aafd86,2024-04-26_16-42-00,6.921733856201172,70.6343765258789,297105,zimmerib,139.11.222.200,70.6343765258789,10,0.009271916840529987,25,5,64aafd86
33,0.505518913269043,,9.0,1714142594,,True,10,385561e5,2024-04-26_16-43-14,7.11130690574646,70.72342920303345,297425,zimmerib,139.11.222.200,70.72342920303345,10,0.011999405073709038,25,5,385561e5
34,0.43623802065849304,,9.0,1714142604,,True,10,dc511b98,2024-04-26_16-43-24,6.903247833251953,71.53129172325134,297529,zimmerib,139.11.222.200,71.53129172325134,10,0.03864454966795052,25,5,dc511b98
35,0.41419336199760437,,9.0,1714142618,,True,10,b3e03593,2024-04-26_16-43-38,6.774000883102417,70.05765128135681,297653,zimmerib,139.11.222.200,70.05765128135681,10,0.042498669038939695,25,5,b3e03593
36,0.00857043731957674,,89.0,1714143220,,True,90,dfacb8a8,2024-04-26_16-53-40,6.774930477142334,623.577000617981,297882,zimmerib,139.11.222.200,623.577000617981,90,0.46584761454897705,25,5,dfacb8a8
37,0.0005500479019246995,,,1714143284,,True,101,adfa062c,2024-04-26_16-54-44,0.0003886222839355469,677.4222874641418,297988,zimmerib,139.11.222.200,677.4222874641418,101,0.47224355243654115,25,5,adfa062c
38,0.009086137637495995,,89.0,1714143267,,True,90,ed3ab693,2024-04-26_16-54-27,6.890402793884277,645.499477148056,298109,zimmerib,139.11.222.200,645.499477148056,90,0.4692843577821055,25,5,ed3ab693
39,0.007982783019542694,,89.0,1714143353,,True,90,3fb3d6d3,2024-04-26_16-55-53,5.608253240585327,599.9832589626312,298625,zimmerib,139.11.222.200,599.9832589626312,90,0.42922804758743527,25,5,3fb3d6d3
