,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_NN,logdir
0,0.026634357236867134,,49.0,1714295051,,True,50,2b04aff8,2024-04-28_11-04-11,18.444530487060547,963.1034772396088,914877,virtualHerbert,139.11.222.16,963.1034772396088,50,0.010716295704927558,50,35,2b04aff8
1,0.10055123205777827,,49.0,1714294387,,True,50,5a015f39,2024-04-28_10-53-07,6.231777906417847,296.3781268596649,915019,virtualHerbert,139.11.222.16,296.3781268596649,50,0.08483345748827312,200,45,5a015f39
2,4.086434554163828e+134,,49.0,1714295160,,True,50,46d6fe14,2024-04-28_11-06-00,21.00837016105652,1067.25461935997,916112,virtualHerbert,139.11.222.16,1067.25461935997,50,0.4167541120237703,50,25,46d6fe14
3,0.0004341216161888552,,,1714296068,,True,101,a3ea4394,2024-04-28_11-21-08,0.0017631053924560547,1972.0611219406128,916198,virtualHerbert,139.11.222.16,1972.0611219406128,101,0.0009518823489861121,50,35,a3ea4394
4,0.17582367357088644,,49.0,1714294475,,True,50,90c97b8e,2024-04-28_10-54-35,7.7334325313568115,376.3126268386841,916282,virtualHerbert,139.11.222.16,376.3126268386841,50,0.0021370217412996734,150,5,90c97b8e
5,0.0026118361664164524,,,1714294841,,True,101,631d61de,2024-04-28_11-00-41,0.0016300678253173828,740.2320384979248,916368,virtualHerbert,139.11.222.16,740.2320384979248,101,0.01285703275549322,150,15,631d61de
6,0.00831672291793403,,49.0,1714294486,,True,50,04245d77,2024-04-28_10-54-46,7.550328969955444,383.1318128108978,916455,virtualHerbert,139.11.222.16,383.1318128108978,50,0.0003872787978167967,150,35,04245d77
7,1.0885813254049454e+259,,49.0,1714294491,,True,50,db7b1abb,2024-04-28_10-54-51,7.2756993770599365,385.394118309021,916540,virtualHerbert,139.11.222.16,385.394118309021,50,0.40916103784514224,150,35,db7b1abb
8,0.0010934437781167123,,,1714294674,,True,101,c1a285fd,2024-04-28_10-57-54,0.003313779830932617,565.4607844352722,916625,virtualHerbert,139.11.222.16,565.4607844352722,101,0.0015004110104251491,200,45,c1a285fd
9,0.0016968403006714274,,,1714294658,,True,101,cbe89dd6,2024-04-28_10-57-38,0.0015406608581542969,546.7114038467407,916711,virtualHerbert,139.11.222.16,546.7114038467407,101,0.0015079154793233975,200,35,cbe89dd6
10,0.013100408847897267,,,1714294647,,True,101,deefc85d,2024-04-28_10-57-27,0.0016632080078125,533.2755818367004,916797,virtualHerbert,139.11.222.16,533.2755818367004,101,0.032153113831745836,200,45,deefc85d
11,0.0014020906780999745,,,1714295929,,True,101,7727a911,2024-04-28_11-18-49,0.0017292499542236328,1812.384970664978,916884,virtualHerbert,139.11.222.16,1812.384970664978,101,0.0045071640297012746,50,35,7727a911
