,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_LSTM,config/model/LSTM_layers,logdir
23,0.008196813985705376,,89.0,1714210079,,True,90,8eca1d40,2024-04-27_11-27-59,0.0034112930297851562,1.4865705966949463,613250,zimmerib,139.11.222.200,1.4865705966949463,90,0.019374589466083357,75,25,1,8eca1d40
24,0.035323016345500946,,29.0,1714210081,,True,30,0da87257,2024-04-27_11-28-01,0.003378629684448242,1.1131181716918945,613318,zimmerib,139.11.222.200,1.1131181716918945,30,0.027805291877499663,75,45,1,0da87257
25,0.009176184423267841,,89.0,1714210084,,True,90,c2fee3c5,2024-04-27_11-28-04,0.0035762786865234375,1.4663186073303223,613403,zimmerib,139.11.222.200,1.4663186073303223,90,0.09255473469735478,75,45,1,c2fee3c5
26,0.21807655692100525,,9.0,1714210086,,True,10,83aa1879,2024-04-27_11-28-06,0.004336118698120117,1.059818983078003,613471,zimmerib,139.11.222.200,1.059818983078003,10,0.09738790793496965,75,45,2,83aa1879
27,0.04565899446606636,,29.0,1714210088,,True,30,274ec3d0,2024-04-27_11-28-08,0.004220247268676758,1.142956018447876,613540,zimmerib,139.11.222.200,1.142956018447876,30,0.010305808641535021,75,35,2,274ec3d0
28,0.271475613117218,,9.0,1714210091,,True,10,6b9556f3,2024-04-27_11-28-11,0.0033860206604003906,1.1845016479492188,613624,zimmerib,139.11.222.200,1.1845016479492188,10,0.011109410782504188,75,35,1,6b9556f3
29,0.03867943212389946,,29.0,1714210093,,True,30,1a708db5,2024-04-27_11-28-13,0.003338336944580078,1.1263115406036377,613692,zimmerib,139.11.222.200,1.1263115406036377,30,0.03340280675948913,50,35,1,1a708db5
30,0.3264150023460388,,9.0,1714210096,,True,10,ab58b00d,2024-04-27_11-28-16,0.0032722949981689453,1.1000654697418213,613776,zimmerib,139.11.222.200,1.1000654697418213,10,0.43236739577643735,50,25,1,ab58b00d
31,0.42513230443000793,,9.0,1714210098,,True,10,82db96b5,2024-04-27_11-28-18,0.003319263458251953,1.096381425857544,613845,zimmerib,139.11.222.200,1.096381425857544,10,0.3530312770565987,50,25,1,82db96b5
32,0.04145931079983711,,29.0,1714210101,,True,30,d6624777,2024-04-27_11-28-21,0.003007650375366211,1.0953586101531982,613928,zimmerib,139.11.222.200,1.0953586101531982,30,0.03699715437381357,75,25,1,d6624777
33,0.012652462348341942,,89.0,1714210103,,True,90,29a813f7,2024-04-27_11-28-23,0.0033791065216064453,1.3071041107177734,613996,zimmerib,139.11.222.200,1.3071041107177734,90,0.031669158680052566,75,25,1,29a813f7
34,0.18659475445747375,,9.0,1714210105,,True,10,e273bdaf,2024-04-27_11-28-25,0.0032858848571777344,1.0335087776184082,614081,zimmerib,139.11.222.200,1.0335087776184082,10,0.01209549994261716,75,25,1,e273bdaf
35,0.33597883582115173,,9.0,1714210107,,True,10,e0e13acf,2024-04-27_11-28-27,0.0032227039337158203,1.0159363746643066,614150,zimmerib,139.11.222.200,1.0159363746643066,10,0.15582837513344264,75,45,1,e0e13acf
36,0.7231091260910034,,9.0,1714210109,,True,10,678cb8bb,2024-04-27_11-28-29,0.0032241344451904297,1.0333988666534424,614235,zimmerib,139.11.222.200,1.0333988666534424,10,0.16608100922700889,75,45,1,678cb8bb
37,0.33870741724967957,,9.0,1714210112,,True,10,5653c5ec,2024-04-27_11-28-32,0.004613161087036133,1.047412395477295,614303,zimmerib,139.11.222.200,1.047412395477295,10,0.05855120757556456,75,45,3,5653c5ec
38,0.28200268745422363,,9.0,1714210114,,True,10,453bb36d,2024-04-27_11-28-34,0.0072214603424072266,1.063148021697998,614371,zimmerib,139.11.222.200,1.063148021697998,10,0.05995207667387423,25,25,3,453bb36d
39,0.00943764392286539,,89.0,1714210117,,True,90,be9b4fd4,2024-04-27_11-28-37,0.0064830780029296875,1.6096582412719727,614456,zimmerib,139.11.222.200,1.6096582412719727,90,0.023244590366849824,25,25,3,be9b4fd4
