,epochs,train,val,test
0,0.0,0.0053452374413609505,0.09732747822999954,0.04628182202577591
1,1.0,0.06339681893587112,0.03664599731564522,0.048918113112449646
2,2.0,0.0158215444535017,0.09652230143547058,0.10075899213552475
3,3.0,0.027113987132906914,0.10935668647289276,0.12777455151081085
4,4.0,0.0335867814719677,0.07584576308727264,0.11131162941455841
5,5.0,0.024404251947999,0.04201477766036987,0.0798635333776474
6,6.0,0.014863782562315464,0.024492306634783745,0.0550873689353466
7,7.0,0.012131945230066776,0.017819320783019066,0.040339358150959015
8,8.0,0.0132902218028903,0.016512731090188026,0.033033113926649094
9,9.0,0.014158843085169792,0.01581091247498989,0.030898649245500565
10,10.0,0.013425826095044613,0.014921162277460098,0.034157492220401764
11,11.0,0.011961940675973892,0.018031055107712746,0.04585413634777069
12,12.0,0.010142834857106209,0.03267447277903557,0.06621495634317398
13,13.0,0.008229411207139492,0.03871360048651695,0.07963519543409348
14,14.0,0.00752410851418972,0.026737356558442116,0.07616666704416275
15,15.0,0.007271247915923595,0.018617874011397362,0.06541335582733154
16,16.0,0.007240818813443184,0.016881657764315605,0.056691404432058334
17,17.0,0.007057736627757549,0.016939179971814156,0.05068778246641159
18,18.0,0.006832999177277088,0.017385587096214294,0.04715501144528389
19,19.0,0.006776890251785517,0.018011663109064102,0.045566730201244354
20,20.0,0.006737548392266035,0.018566979095339775,0.044955700635910034
21,21.0,0.006479138042777777,0.01907428540289402,0.04455594718456268
22,22.0,0.005931282415986061,0.019818920642137527,0.04338531568646431
23,23.0,0.005587572697550058,0.020637301728129387,0.046514999121427536
24,24.0,0.005013107322156429,0.02143898606300354,0.04976576194167137
25,25.0,0.004987277556210756,0.021800635382533073,0.05132099986076355
26,26.0,0.005013104993849993,0.0214645117521286,0.050243355333805084
27,27.0,0.004878304898738861,0.020295053720474243,0.04740425944328308
28,28.0,0.0048750946298241615,0.01813439279794693,0.044942017644643784
29,29.0,0.0048049744218587875,0.01529744267463684,0.0427495613694191
30,30.0,0.004653282463550568,0.012534117326140404,0.04113560914993286
31,31.0,0.00452853087335825,0.010529989376664162,0.04050071910023689
32,32.0,0.004464170429855585,0.009535146877169609,0.04099872708320618
33,33.0,0.004400819074362516,0.009482075460255146,0.042396776378154755
34,34.0,0.004294769838452339,0.010239074937999249,0.04410303011536598
35,35.0,0.004175545182079077,0.011440684087574482,0.04536079987883568
36,36.0,0.004051344469189644,0.01254417933523655,0.04572469741106033
37,37.0,0.003924638498574495,0.013225749135017395,0.04525402933359146
38,38.0,0.0038277304265648127,0.013431434519588947,0.044229812920093536
39,39.0,0.0037329408805817366,0.013248535804450512,0.04299556091427803
40,40.0,0.0036317389458417892,0.012754672206938267,0.041841790080070496
41,41.0,0.0035864391829818487,0.011968717910349369,0.04079616442322731
42,42.0,0.0035786661319434643,0.011095347814261913,0.03984477370977402
43,43.0,0.003559998469427228,0.010493719950318336,0.03925798088312149
44,44.0,0.003527912776917219,0.010340082459151745,0.03928912431001663
45,45.0,0.0034802621230483055,0.010533845983445644,0.0398947037756443
46,46.0,0.0034382950980216265,0.010746785439550877,0.04074040800333023
47,47.0,0.0034053889103233814,0.010670570656657219,0.04142891988158226
48,48.0,0.003351174760609865,0.010354256257414818,0.04179316386580467
49,49.0,0.0032957675866782665,0.010099761188030243,0.041896238923072815
50,50.0,0.0032647321932017803,0.010091597214341164,0.0418425127863884
51,51.0,0.0032335876021534204,0.010265545919537544,0.04169506952166557
52,52.0,0.0032083122059702873,0.010394813492894173,0.04146501049399376
53,53.0,0.0031843814067542553,0.010372407734394073,0.04121851176023483
54,54.0,0.003155890153720975,0.010302443988621235,0.04108235239982605
55,55.0,0.0031384320463985205,0.010245263576507568,0.041070591658353806
56,56.0,0.0031095973681658506,0.010130575858056545,0.04108114913105965
57,57.0,0.0030693095177412033,0.009827465750277042,0.04097890481352806
58,58.0,0.0030262721702456474,0.009335668757557869,0.04070505127310753
59,59.0,0.0029778433963656425,0.008879226632416248,0.04034122824668884
60,60.0,0.0029394745361059904,0.008670472539961338,0.04002796486020088
61,61.0,0.0029035641346126795,0.008737628348171711,0.039894621819257736
62,62.0,0.0028705974109470844,0.00893418863415718,0.03999045118689537
63,63.0,0.002850160002708435,0.009073689579963684,0.0402546264231205
64,64.0,0.002831467892974615,0.009084015153348446,0.04056081175804138
65,65.0,0.002809631871059537,0.008986989967525005,0.04074094444513321
