,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_C_NN,logdir
0,0.00879705511033535,,,1714150784,,True,101,92bd3635,2024-04-26_18-59-44,0.0003783702850341797,396.26401352882385,335044,zimmerib,139.11.222.200,396.26401352882385,101,0.3564310626417875,50,5,92bd3635
1,0.5255091786384583,,9.0,1714150433,,True,10,5e118332,2024-04-26_18-53-53,4.113236665725708,42.57989525794983,335150,zimmerib,139.11.222.200,42.57989525794983,10,0.0014117460416152672,50,5,5e118332
2,0.5253912210464478,,9.0,1714150434,,True,10,bd03a389,2024-04-26_18-53-54,3.999485969543457,41.80928087234497,335336,zimmerib,139.11.222.200,41.80928087234497,10,0.0009371444235284942,50,15,bd03a389
3,0.3402128219604492,,29.0,1714150599,,True,30,e2657cd8,2024-04-26_18-56-39,6.846227169036865,204.3509862422943,335439,zimmerib,139.11.222.200,204.3509862422943,30,0.06995103303499829,25,25,e2657cd8
4,0.492980033159256,,9.0,1714150477,,True,10,0a138143,2024-04-26_18-54-37,3.9872264862060547,41.13731145858765,335647,zimmerib,139.11.222.200,41.13731145858765,10,0.024713399667092725,75,45,0a138143
5,0.4970247447490692,,9.0,1714150483,,True,10,f0207345,2024-04-26_18-54-43,4.191641092300415,45.3454647064209,335729,zimmerib,139.11.222.200,45.3454647064209,10,0.018973537075301306,75,35,f0207345
6,0.525672435760498,,9.0,1714150520,,True,10,0e707cda,2024-04-26_18-55-20,3.905801773071289,40.82695126533508,335950,zimmerib,139.11.222.200,40.82695126533508,10,0.00029312447930816805,50,5,0e707cda
7,1.0318936109542847,,9.0,1714150557,,True,10,909cdc93,2024-04-26_18-55-57,6.864714860916138,71.55869340896606,336036,zimmerib,139.11.222.200,71.55869340896606,10,0.30355640411043266,25,45,909cdc93
8,0.000271953409537673,,,1714151239,,True,101,04e3894a,2024-04-26_19-07-19,0.0008802413940429688,715.1467037200928,336231,zimmerib,139.11.222.200,715.1467037200928,101,0.23121354402842478,25,5,04e3894a
9,0.5361203551292419,,9.0,1714150600,,True,10,00a0294f,2024-04-26_18-56-40,3.3730945587158203,40.97933912277222,336425,zimmerib,139.11.222.200,40.97933912277222,10,0.00857840068025863,50,25,00a0294f
10,0.3461834788322449,,29.0,1714150727,,True,30,1842b0aa,2024-04-26_18-58-47,3.5722012519836426,124.12711691856384,336636,zimmerib,139.11.222.200,124.12711691856384,30,0.0820615699344871,50,15,1842b0aa
11,0.5236393213272095,,9.0,1714150676,,True,10,16c6fa3c,2024-04-26_18-57-56,7.05125093460083,71.57183933258057,336717,zimmerib,139.11.222.200,71.57183933258057,10,0.00042193307403335485,25,25,16c6fa3c
12,0.526494562625885,,9.0,1714150721,,True,10,c8df1ac9,2024-04-26_18-58-41,3.9857866764068604,41.41075658798218,337042,zimmerib,139.11.222.200,41.41075658798218,10,0.0001863008294587885,50,15,c8df1ac9
13,0.5205621123313904,,9.0,1714150764,,True,10,11bcdde0,2024-04-26_18-59-24,3.899662733078003,40.46460151672363,337257,zimmerib,139.11.222.200,40.46460151672363,10,0.0047739306701102555,50,15,11bcdde0
14,,,,1714151420,,True,101,8a2726cf,2024-04-26_19-10-20,0.00041031837463378906,690.7075779438019,337343,zimmerib,139.11.222.200,690.7075779438019,101,0.33020954823349735,25,25,8a2726cf
15,0.1363389939069748,,29.0,1714150975,,True,30,41dd9e39,2024-04-26_19-02-55,6.986306667327881,208.84632396697998,337538,zimmerib,139.11.222.200,208.84632396697998,30,0.16094829006121655,25,15,41dd9e39
16,0.30551213026046753,,29.0,1714151003,,True,30,4dd43349,2024-04-26_19-03-23,7.511137008666992,215.97299146652222,337679,zimmerib,139.11.222.200,215.97299146652222,30,0.1945514908011133,25,25,4dd43349
17,0.5457478761672974,,9.0,1714151052,,True,10,9ad497dc,2024-04-26_19-04-12,7.0601887702941895,73.1227114200592,338405,zimmerib,139.11.222.200,73.1227114200592,10,0.47764626286301615,25,25,9ad497dc
18,0.006971565540879965,,89.0,1714151639,,True,90,ab92a203,2024-04-26_19-13-59,7.416118144989014,631.9539911746979,338564,zimmerib,139.11.222.200,631.9539911746979,90,0.44107038067926646,25,5,ab92a203
19,0.009293777868151665,,89.0,1714151671,,True,90,3b13fa15,2024-04-26_19-14-31,7.078181266784668,616.6371178627014,338794,zimmerib,139.11.222.200,616.6371178627014,90,0.3915401742129992,25,5,3b13fa15
20,0.38177743554115295,,29.0,1714151362,,True,30,c91ff4b4,2024-04-26_19-09-22,4.08722996711731,120.9727554321289,339500,zimmerib,139.11.222.200,120.9727554321289,30,0.09457495961861107,75,5,c91ff4b4
21,0.45357653498649597,,9.0,1714151407,,True,10,5cf1559d,2024-04-26_19-10-07,4.053314924240112,41.88311171531677,339985,zimmerib,139.11.222.200,41.88311171531677,10,0.06144449459271068,75,5,5cf1559d
22,0.44506967067718506,,9.0,1714151480,,True,10,3837bdd1,2024-04-26_19-11-20,6.932581186294556,69.49665689468384,340215,zimmerib,139.11.222.200,69.49665689468384,10,0.036027370006901045,25,5,3837bdd1
23,0.49727103114128113,,9.0,1714151492,,True,10,a00721eb,2024-04-26_19-11-32,7.020021915435791,68.45134854316711,340324,zimmerib,139.11.222.200,68.45134854316711,10,0.01810512872461518,25,5,a00721eb
24,0.47597262263298035,,9.0,1714151555,,True,10,4f1ede19,2024-04-26_19-12-35,7.0774548053741455,72.11599254608154,340603,zimmerib,139.11.222.200,72.11599254608154,10,0.03127765286022244,25,5,4f1ede19
25,0.4772115647792816,,9.0,1714151566,,True,10,2fde32f0,2024-04-26_19-12-46,6.872086763381958,71.65698051452637,340708,zimmerib,139.11.222.200,71.65698051452637,10,0.4512234982106494,25,35,2fde32f0
