,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_term_NN,logdir
0,0.04580521211028099,,,1714170340,,True,101,abff9ad5,2024-04-27_00-25-40,0.0005297660827636719,439.7279543876648,432488,zimmerib,139.11.222.200,439.7279543876648,101,0.03768934816960834,75,25,abff9ad5
1,0.5000883936882019,,9.0,1714169948,,True,10,e585050e,2024-04-27_00-19-08,4.326788663864136,45.94671177864075,432576,zimmerib,139.11.222.200,45.94671177864075,10,0.002821180919872284,50,25,e585050e
2,0.49184107780456543,,9.0,1714169948,,True,10,7d33e7ec,2024-04-27_00-19-08,4.355479955673218,43.63256883621216,432779,zimmerib,139.11.222.200,43.63256883621216,10,0.009251083216731116,75,5,7d33e7ec
3,0.5157307386398315,,9.0,1714169952,,True,10,18a2121c,2024-04-27_00-19-12,3.6713123321533203,45.11319279670715,432866,zimmerib,139.11.222.200,45.11319279670715,10,0.0006987773897282226,50,25,18a2121c
4,0.34140467643737793,,29.0,1714170082,,True,30,a629bed0,2024-04-27_00-21-22,4.2656941413879395,131.27066016197205,433098,zimmerib,139.11.222.200,131.27066016197205,30,0.003776249630313656,50,45,a629bed0
5,0.5099313855171204,,9.0,1714169998,,True,10,bc9efb03,2024-04-27_00-19-58,4.4273622035980225,45.85801720619202,433178,zimmerib,139.11.222.200,45.85801720619202,10,0.0008441641100629578,50,25,bc9efb03
6,0.5191936492919922,,9.0,1714169999,,True,10,8eaea8e4,2024-04-27_00-19-59,4.260215759277344,44.25983953475952,433245,zimmerib,139.11.222.200,44.25983953475952,10,0.0018529902736081428,75,5,8eaea8e4
7,0.01422030571848154,,,1714170766,,True,101,02a4fc87,2024-04-27_00-32-46,0.0006611347198486328,764.1295783519745,433485,zimmerib,139.11.222.200,764.1295783519745,101,0.03130794497498438,25,45,02a4fc87
8,0.03676209971308708,,89.0,1714170695,,True,90,96075b6d,2024-04-27_00-31-35,7.497033596038818,690.7261338233948,433567,zimmerib,139.11.222.200,690.7261338233948,90,0.0209013882682689,25,35,96075b6d
9,0.4248807728290558,,9.0,1714170129,,True,10,2fb01572,2024-04-27_00-22-09,4.306421518325806,44.75009894371033,433911,zimmerib,139.11.222.200,44.75009894371033,10,0.03627248978436497,75,5,2fb01572
10,0.12348946928977966,,29.0,1714170361,,True,30,ceb7838d,2024-04-27_00-26-01,7.675660848617554,229.0067846775055,434138,zimmerib,139.11.222.200,229.0067846775055,30,0.040515534073966374,25,15,ceb7838d
11,0.5036818981170654,,9.0,1714170388,,True,10,40432ea0,2024-04-27_00-26-28,4.3977203369140625,45.74198865890503,434919,zimmerib,139.11.222.200,45.74198865890503,10,0.0018639467185934979,50,35,40432ea0
12,0.007216522935777903,,,1714171137,,True,101,66217171,2024-04-27_00-38-57,0.0004222393035888672,772.5132536888123,435060,zimmerib,139.11.222.200,772.5132536888123,101,0.14474185075884152,25,15,66217171
