,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_C_NN,logdir
0,0.3186262845993042,,,1714146696,,True,101,b8477ec1,2024-04-26_17-51-36,0.00038695335388183594,408.4446449279785,316716,zimmerib,139.11.222.200,408.4446449279785,101,0.03768934816960834,75,25,b8477ec1
1,0.5231679677963257,,9.0,1714146331,,True,10,d9c10c66,2024-04-26_17-45-31,4.035954236984253,41.85613203048706,316821,zimmerib,139.11.222.200,41.85613203048706,10,0.002821180919872284,50,25,d9c10c66
2,0.5161633491516113,,9.0,1714146333,,True,10,81b66616,2024-04-26_17-45-33,4.034070253372192,41.03290009498596,317007,zimmerib,139.11.222.200,41.03290009498596,10,0.009251083216731116,75,5,81b66616
3,0.5237215161323547,,9.0,1714146335,,True,10,7aa750f5,2024-04-26_17-45-35,3.415724515914917,41.051368713378906,317093,zimmerib,139.11.222.200,41.051368713378906,10,0.0006987773897282226,50,25,7aa750f5
4,0.5369412899017334,,9.0,1714146376,,True,10,cec0c27f,2024-04-26_17-46-16,4.175721168518066,42.1447229385376,317313,zimmerib,139.11.222.200,42.1447229385376,10,0.003776249630313656,50,45,cec0c27f
5,0.5265001654624939,,9.0,1714146377,,True,10,a6ec7e05,2024-04-26_17-46-17,3.928703784942627,40.74242949485779,317377,zimmerib,139.11.222.200,40.74242949485779,10,0.0008441641100629578,50,25,a6ec7e05
6,0.5242428779602051,,9.0,1714146379,,True,10,c6b7dee9,2024-04-26_17-46-19,3.2488884925842285,40.96835803985596,317463,zimmerib,139.11.222.200,40.96835803985596,10,0.0018529902736081428,75,5,c6b7dee9
7,0.22004063427448273,,,1714147085,,True,101,a92a8c1e,2024-04-26_17-58-05,0.00047326087951660156,706.0333728790283,317686,zimmerib,139.11.222.200,706.0333728790283,101,0.03130794497498438,25,45,a92a8c1e
8,0.34855109453201294,,29.0,1714146590,,True,30,91fa7614,2024-04-26_17-49-50,7.157922744750977,208.86558079719543,317750,zimmerib,139.11.222.200,208.86558079719543,30,0.0209013882682689,25,35,91fa7614
9,0.4097168445587158,,29.0,1714146504,,True,30,f2d03cbf,2024-04-26_17-48-24,3.8865456581115723,121.13127326965332,317816,zimmerib,139.11.222.200,121.13127326965332,30,0.03627248978436497,75,5,f2d03cbf
10,0.3630707859992981,,29.0,1714146713,,True,30,316664a3,2024-04-26_17-51-53,6.90681529045105,205.13762068748474,318320,zimmerib,139.11.222.200,205.13762068748474,30,0.040515534073966374,25,15,316664a3
11,0.525496780872345,,9.0,1714146634,,True,10,e3b1e674,2024-04-26_17-50-34,3.897451400756836,41.28070116043091,318673,zimmerib,139.11.222.200,41.28070116043091,10,0.0018639467185934979,50,35,e3b1e674
12,0.00035143335117027164,,,1714147339,,True,101,d28978f6,2024-04-26_18-02-19,0.0004055500030517578,701.4365854263306,318902,zimmerib,139.11.222.200,701.4365854263306,101,0.14474185075884152,25,15,d28978f6
13,0.5291426181793213,,9.0,1714146741,,True,10,e38a9f92,2024-04-26_17-52-21,4.07467246055603,42.3615665435791,319185,zimmerib,139.11.222.200,42.3615665435791,10,0.008494447626162726,50,45,e38a9f92
14,,,,1714147403,,True,101,45970813,2024-04-26_18-03-23,0.0003771781921386719,686.6310422420502,319310,zimmerib,139.11.222.200,686.6310422420502,101,0.4376216114447585,25,15,45970813
15,0.3582184910774231,,29.0,1714146954,,True,30,670736cb,2024-04-26_17-55-54,6.846061706542969,210.51241278648376,319469,zimmerib,139.11.222.200,210.51241278648376,30,0.24036618687748781,25,35,670736cb
16,,,,1714147653,,True,101,d925c605,2024-04-26_18-07-33,0.0012226104736328125,696.206414937973,320271,zimmerib,139.11.222.200,696.206414937973,101,0.31156591754624535,25,35,d925c605
17,0.5244587063789368,,9.0,1714147159,,True,10,20d12fae,2024-04-26_17-59-19,7.046293497085571,71.47614097595215,320788,zimmerib,139.11.222.200,71.47614097595215,10,0.0001451039664680982,25,35,20d12fae
18,0.40808847546577454,,29.0,1714147284,,True,30,c655d24e,2024-04-26_18-01-24,4.101881265640259,121.95451521873474,321108,zimmerib,139.11.222.200,121.95451521873474,30,0.16501244221767705,75,45,c655d24e
19,,,,1714147687,,True,101,dca2018b,2024-04-26_18-08-07,0.00044536590576171875,400.089861869812,321603,zimmerib,139.11.222.200,400.089861869812,101,0.198547688763847,75,45,dca2018b
20,0.018846651539206505,,,1714147750,,True,101,d3549bf5,2024-04-26_18-09-10,0.000408172607421875,408.3844816684723,321851,zimmerib,139.11.222.200,408.3844816684723,101,0.08167298187140996,75,15,d3549bf5
21,0.0013496376341208816,,,1714148107,,True,101,e66d078f,2024-04-26_18-15-07,0.0006120204925537109,700.4252200126648,322136,zimmerib,139.11.222.200,700.4252200126648,101,0.13144746483639436,25,15,e66d078f
