,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_ODE,config/model/layers_hidden_ODE,logdir
0,0.04949480667710304,,,1714178697,,True,101,e76e4774,2024-04-27_02-44-57,0.0007379055023193359,449.1997492313385,470136,zimmerib,139.11.222.200,449.1997492313385,101,0.010716295704927558,25,45,2,e76e4774
1,0.04208531230688095,,,1714178707,,True,101,8558a8d3,2024-04-27_02-45-07,0.0004870891571044922,456.16513109207153,470225,zimmerib,139.11.222.200,456.16513109207153,101,0.012623500239274343,25,45,1,8558a8d3
2,0.5589244365692139,,29.0,1714178344,,True,30,a8b189f9,2024-04-27_02-39-04,3.0558698177337646,91.10764193534851,470436,zimmerib,139.11.222.200,91.10764193534851,30,0.000273837898695646,75,35,3,a8b189f9
3,0.08533338457345963,,,1714178531,,True,101,3b81a1b8,2024-04-27_02-42-11,0.0006153583526611328,276.32903504371643,470522,zimmerib,139.11.222.200,276.32903504371643,101,0.018370615953585048,50,25,1,3b81a1b8
4,0.5713680982589722,,9.0,1714178375,,True,10,93378fa5,2024-04-27_02-39-35,2.7902960777282715,29.00296115875244,470923,zimmerib,139.11.222.200,29.00296115875244,10,0.0014681147722635727,50,5,2,93378fa5
5,0.5825748443603516,,9.0,1714178408,,True,10,16144c23,2024-04-27_02-40-08,2.867392063140869,29.400387287139893,471104,zimmerib,139.11.222.200,29.400387287139893,10,0.0003872787978167967,50,45,2,16144c23
6,0.12190401554107666,,29.0,1714178502,,True,30,83a64382,2024-04-27_02-41-42,3.011263608932495,91.54594135284424,471287,zimmerib,139.11.222.200,91.54594135284424,30,0.4102135168634855,50,45,3,83a64382
7,0.5099123120307922,,9.0,1714178533,,True,10,283b06e8,2024-04-27_02-42-13,2.2116432189941406,28.442941427230835,471673,zimmerib,139.11.222.200,28.442941427230835,10,0.01246929166586855,50,15,1,283b06e8
8,0.36360058188438416,,9.0,1714178562,,True,10,0085e476,2024-04-27_02-42-42,2.8549270629882812,27.608394384384155,471831,zimmerib,139.11.222.200,27.608394384384155,10,0.014773852304194575,50,35,2,0085e476
9,0.5411944389343262,,9.0,1714178581,,True,10,da80613a,2024-04-27_02-43-01,4.491368770599365,44.73231077194214,471914,zimmerib,139.11.222.200,44.73231077194214,10,0.0006686090760784667,25,45,2,da80613a
10,0.01932777650654316,,,1714178842,,True,101,4aeafcfd,2024-04-27_02-47-22,0.0006260871887207031,277.3896803855896,472077,zimmerib,139.11.222.200,277.3896803855896,101,0.048160814880389285,50,45,2,4aeafcfd
11,0.5709691643714905,,9.0,1714178615,,True,10,c072c3d5,2024-04-27_02-43-35,2.800257682800293,30.80103874206543,472220,zimmerib,139.11.222.200,30.80103874206543,10,0.0003170403216419516,75,45,3,c072c3d5
12,0.04027051106095314,,,1714178916,,True,101,aa1fb3f0,2024-04-27_02-48-36,0.000461578369140625,297.4633090496063,472394,zimmerib,139.11.222.200,297.4633090496063,101,0.09595936892098922,75,15,3,aa1fb3f0
13,0.007397572509944439,,,1714179151,,True,101,ac976620,2024-04-27_02-52-31,0.001020669937133789,450.93541049957275,472744,zimmerib,139.11.222.200,450.93541049957275,101,0.09688323064486441,25,45,1,ac976620
14,0.03752297908067703,,,1714179161,,True,101,e991a6fe,2024-04-27_02-52-41,0.0006542205810546875,451.1424751281738,472848,zimmerib,139.11.222.200,451.1424751281738,101,0.240968498932717,25,5,2,e991a6fe
15,0.010397790931165218,,,1714179292,,True,101,425467cd,2024-04-27_02-54-52,0.0008826255798339844,446.6938507556915,473384,zimmerib,139.11.222.200,446.6938507556915,101,0.09177586985817138,25,45,1,425467cd
16,0.01335930172353983,,,1714179369,,True,101,ad6d6989,2024-04-27_02-56-09,0.0005538463592529297,449.536856174469,473701,zimmerib,139.11.222.200,449.536856174469,101,0.07375905933978352,25,25,1,ad6d6989
17,0.035451557487249374,,89.0,1714179421,,True,90,3e965dd0,2024-04-27_02-57-01,3.1060562133789062,266.66973185539246,474558,zimmerib,139.11.222.200,266.66973185539246,90,0.11353796723320597,75,15,3,3e965dd0
18,0.20179753005504608,,9.0,1714179210,,True,10,aeb85712,2024-04-27_02-53-30,4.636560916900635,46.21900677680969,474655,zimmerib,139.11.222.200,46.21900677680969,10,0.09632386866619129,25,25,1,aeb85712
