,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_NN,logdir
0,0.00038527750816924286,,,1714276269,,True,101,03427715,2024-04-28_05-51-09,0.0016942024230957031,1403.3018419742584,889678,virtualHerbert,139.11.222.16,1403.3018419742584,101,0.010716295704927558,50,35,03427715
1,0.04385910066282088,,49.0,1714275102,,True,50,013fe5b3,2024-04-28_05-31-42,4.634731769561768,234.47129201889038,890771,virtualHerbert,139.11.222.16,234.47129201889038,50,0.08483345748827312,200,45,013fe5b3
2,2.5920725549542878e+228,,49.0,1714275701,,True,50,abecf60c,2024-04-28_05-41-41,16.241419315338135,830.3800480365753,890914,virtualHerbert,139.11.222.16,830.3800480365753,50,0.4167541120237703,50,25,abecf60c
3,0.8969251528369614,,49.0,1714275705,,True,50,c161fdad,2024-04-28_05-41-45,15.026668548583984,832.20006108284,891000,virtualHerbert,139.11.222.16,832.20006108284,50,0.0009518823489861121,50,35,c161fdad
4,1.8969545790560585,,49.0,1714275167,,True,50,3506be43,2024-04-28_05-32-47,5.574798822402954,292.1647934913635,891085,virtualHerbert,139.11.222.16,292.1647934913635,50,0.0021370217412996734,150,5,3506be43
5,0.00038150821655588886,,,1714275427,,True,101,c0cf308d,2024-04-28_05-37-07,0.0016515254974365234,548.8945369720459,891172,virtualHerbert,139.11.222.16,548.8945369720459,101,0.01285703275549322,150,15,c0cf308d
6,2.173080622027107,,49.0,1714275179,,True,50,cbeb77d4,2024-04-28_05-32-59,5.707423210144043,298.6043584346771,891258,virtualHerbert,139.11.222.16,298.6043584346771,50,0.0003872787978167967,150,35,cbeb77d4
7,,,,1714275444,,True,101,fff5a8c9,2024-04-28_05-37-24,0.0018606185913085938,560.8874380588531,891343,virtualHerbert,139.11.222.16,560.8874380588531,101,0.40916103784514224,150,35,fff5a8c9
8,1.525787147289001,,49.0,1714275111,,True,50,750275d2,2024-04-28_05-31-51,4.418307304382324,225.69428157806396,891429,virtualHerbert,139.11.222.16,225.69428157806396,50,0.0015004110104251491,200,45,750275d2
9,1.781612740983695,,49.0,1714275113,,True,50,906c40dd,2024-04-28_05-31-53,4.029321193695068,225.1832685470581,891515,virtualHerbert,139.11.222.16,225.1832685470581,50,0.0015079154793233975,200,35,906c40dd
10,0.000313561446210161,,,1714275301,,True,101,74f60e25,2024-04-28_05-35-01,0.0015494823455810547,410.708881855011,891602,virtualHerbert,139.11.222.16,410.708881855011,101,0.032153113831745836,200,45,74f60e25
11,0.00026854342299576325,,,1714276287,,True,101,a77ad9ee,2024-04-28_05-51-27,0.0014729499816894531,1394.3414826393127,891689,virtualHerbert,139.11.222.16,1394.3414826393127,101,0.0045071640297012746,50,35,a77ad9ee
