,epochs,train,val,test
0,0.0,0.026039650752898685,0.011556781949570124,0.010733230429080958
1,1.0,0.009852673014368386,0.005655940570674019,0.0039247362232661355
2,2.0,0.004248182847890209,0.004107741294867942,0.002743977772551189
3,3.0,0.002786628835780777,0.0014341057246945862,0.0013142884521390775
4,4.0,0.0014941204181880515,0.001173294911362957,0.0008934853347648357
5,5.0,0.0010703561035360503,0.0007580775908454482,0.0006541726087837342
6,6.0,0.0007908324268409379,0.0006174838754858759,0.000469254370274068
7,7.0,0.000656735692627808,0.0005326762389880874,0.00037654757294661135
8,8.0,0.0005837055424145502,0.0004698838697995983,0.00043282957854909055
9,9.0,0.0005331048312663116,0.00044968210655458636,0.00041612885281560897
10,10.0,0.0004945881208762667,0.0004303281199972449,0.00041600163087675713
11,11.0,0.00046636705959160783,0.00039453451746823773,0.00038365552472619435
12,12.0,0.00044147959884935676,0.00037146603683716525,0.0003607282846161692
13,13.0,0.0004232476017611835,0.00036628034149006937,0.0003598343253959855
14,14.0,0.00040204161088019724,0.0003455030758638092,0.0003496331057324606
15,15.0,0.0003835117692153936,0.00033660072553826244,0.00034120325457314
16,16.0,0.00036831410259598695,0.0003355338528507464,0.0003345752977676806
17,17.0,0.00035457926184213553,0.0003336132147078659,0.00034768409687195394
18,18.0,0.0003431154236081878,0.00029418623305352477,0.0002806095176209409
19,19.0,0.00032856341649699724,0.0003133172018576068,0.0003151971313394431
20,20.0,0.0003180006588058545,0.000283858874557137,0.0002748189080506101
21,21.0,0.0003114939442059089,0.0002828237426172448,0.00027737533488456106
22,22.0,0.0003035416492891722,0.0002910207801723624,0.00029423808810631364
23,23.0,0.00029276436008322186,0.00029281689757524286,0.0002966071435334341
24,24.0,0.0002898497836218422,0.0002731126046268486,0.00027557891102047467
25,25.0,0.0002780283181002943,0.00028076054915509023,0.0002779297454793954
26,26.0,0.0002745647262502055,0.00026438192186307015,0.00026304101794299485
27,27.0,0.00026843217142500866,0.00026669598989828125,0.0002554130237941792
28,28.0,0.0002670414620300507,0.00033175043235029306,0.000333451639992948
29,29.0,0.0002718444473044654,0.000269311106728955,0.00025686837934279496
30,30.0,0.00026360915550092007,0.000257371613596509,0.0002450957919900784
31,31.0,0.00025143556406670653,0.00025709544869779847,0.00025198911830694534
32,32.0,0.00024472494916730783,0.00024963786133656954,0.00023987482767213753
33,33.0,0.00024182013933074547,0.0002555689151744032,0.0002539836395224899
34,34.0,0.00023705791227598397,0.0002619194265136585,0.00025702657328784367
35,35.0,0.0002444488948936799,0.00029801782516272827,0.000291916385218257
36,36.0,0.00024561332257354675,0.0002806156096156207,0.00027731342244148566
37,37.0,0.0002318426559842071,0.00026337339273908335,0.0002571937752579018
38,38.0,0.00022666407594935006,0.0002485456546624173,0.0002474592493320139
39,39.0,0.00022408088156874914,0.0002453720547861917,0.00024286766527781194
40,40.0,0.00022293967033025884,0.000246962321754785,0.00023484296960632123
41,41.0,0.0002195583964038651,0.00024112093229817773,0.00023969224245285416
42,42.0,0.00022141113580002438,0.0002300243739182088,0.00022126863295840167
43,43.0,0.0002140613377415788,0.00024836207417025947,0.0002553486067629527
44,44.0,0.0002090550474234975,0.00024786230714852824,0.0002523418789961581
45,45.0,0.0002079697027881417,0.0002587041388181852,0.0002502255386383285
46,46.0,0.00020698649453186946,0.00022900640016712537,0.00022918001971703426
47,47.0,0.00020586416058567667,0.0002311358362552469,0.0002382216950754372
48,48.0,0.00021084458196795187,0.0002668328945419027,0.0002644192452920485
49,49.0,0.00020493561150447515,0.00022528270653761492,0.00022826998738367517
50,50.0,0.00019839879210988075,0.00024486737601698747,0.00024353804818209857
51,51.0,0.0002006469661545981,0.0002461915770116826,0.00023902164392794933
52,52.0,0.0001985966098658174,0.0002469178981874264,0.00025098580962576694
53,53.0,0.00019750014459949772,0.00022841010500608132,0.00023173403223559127
54,54.0,0.00019364759088705787,0.00023091470717471834,0.0002360334993993021
55,55.0,0.0001940853637393806,0.00024020379630637954,0.00023590652970391707
56,56.0,0.0001904816378883304,0.00022698545748909784,0.00022311893299284765
57,57.0,0.0001940877734196077,0.0002971004783069869,0.0002856808325382948
58,58.0,0.00021049025067825872,0.00022954906192428805,0.00022271407805619302
59,59.0,0.00021644326566723151,0.0002495289856157358,0.00024719786934895534
60,60.0,0.00020353657258048125,0.00026622357238801405,0.0002543590365990753
61,61.0,0.0001939531293965683,0.00021815561145253982,0.0002148552791468472
62,62.0,0.00019066147778764667,0.0002267740304327091,0.000231685034671247
63,63.0,0.00019651862557557527,0.0002400644303649435,0.00023204745043756033
64,64.0,0.00019809764820292628,0.00022704566678153859,0.00022222956215560156
65,65.0,0.00020208337686638194,0.00021507516857022729,0.00021390854604639664
66,66.0,0.00019357871423891042,0.00025094989554988993,0.00024331860532201177
67,67.0,0.00018252444422651385,0.0002166171362347038,0.00021427823266794072
68,68.0,0.00018572279038790392,0.0002204687502738368,0.0002174464820262524
69,69.0,0.000176867522279095,0.0002189241539747409,0.0002142695788904733
70,70.0,0.00017975052655291158,0.00023585366298637392,0.0002355665797864609
71,71.0,0.000178666277982417,0.00021554565207974365,0.0002185641559813772
72,72.0,0.00018014845223621878,0.0002198957505508359,0.0002087173459939288
73,73.0,0.0001811910466451763,0.00023412426399672725,0.00023649996628778255
74,74.0,0.00018134238438481933,0.0002326959989429995,0.0002393938735201242
75,75.0,0.00018375125194712441,0.00021169519115114157,0.0002113578400241755
76,76.0,0.00018301843142816093,0.0002568443132766647,0.00025495108096370943
77,77.0,0.0001907078478085364,0.0003024502310066012,0.0002758417509469675
78,78.0,0.00022566027151498468,0.0002275776506543148,0.00021580047448825222
79,79.0,0.00019906015072493861,0.0002803645976182162,0.00024555693572981245
80,80.0,0.0002371186670065499,0.00021037912202509208,0.00020307546379119
81,81.0,0.0001907864448683243,0.0002567694502445039,0.00023354976661671593
82,82.0,0.0001759863292497396,0.00022738143765153895,0.0002258942976037895
83,83.0,0.00017516570510641203,0.0002047265566299473,0.00020639078331827535
84,84.0,0.00016504758190685685,0.00021965927862105443,0.00022175173149520573
85,85.0,0.00016515032212650278,0.0002005358705218161,0.00020295543093373577
86,86.0,0.00016781650563486194,0.00021651158084155157,0.000214033038825814
87,87.0,0.0001660563698012956,0.00021284830324421733,0.00021466428569044262
88,88.0,0.00016462169875936915,0.00021287697460415777,0.000209289884994168
89,89.0,0.00016484102913874753,0.00020603556530316802,0.00020081987938558099
90,90.0,0.00017108343872348906,0.0002018408102556105,0.00020240347486477514
91,91.0,0.0001770821192818148,0.00021654915694354422,0.00021877037219890648
92,92.0,0.00020813028923161246,0.0002624665542104254,0.00022838095423064188
93,93.0,0.00021099729449497272,0.00025808310880267313,0.000235853874731748
94,94.0,0.00023935675397298385,0.0003589380246041414,0.0002896782922538895
95,95.0,0.0003212294555880625,0.0002805979104276373,0.00027366996414000897
96,96.0,0.00023416195494524173,0.000258254705437755,0.0002438193243982814
97,97.0,0.00018796969946479345,0.0002513232470046535,0.00022861837576956267
98,98.0,0.0002129243094643045,0.0004048797675162911,0.00034710834028884956
99,99.0,0.00021544194469845716,0.0002632800330960909,0.00025464959917590737
100,100.0,0.0003066525846213041,0.0003058962251446401,0.000253694179590313
101,101.0,0.00025459546751574463,0.00021029942158011853,0.00020196023219329855
102,102.0,0.0001969650389288227,0.0002176516343682428,0.00020899157690474018
103,103.0,0.00018941401864579777,0.00025627001410918757,0.0002594940855179638
104,104.0,0.00017678454198262816,0.0002162094989073336,0.00021877524209891708
105,105.0,0.0001715906591111993,0.0002055791544760603,0.00020814251514193982
106,106.0,0.00016252724590007768,0.00020863538104395419,0.0002036138928381771
107,107.0,0.0001680576483723935,0.00024486482127119137,0.00023304265980556363
108,108.0,0.00016070817585649004,0.00020731564522051684,0.00020590107737185353
109,109.0,0.00016124112916768697,0.00022408559918356472,0.00021297351523739207
110,110.0,0.000160619225521533,0.00019688203699562296,0.00019620515769737867
111,111.0,0.00016956565346004665,0.0002308715541199118,0.00021821584274842943
112,112.0,0.00020936191704465037,0.0002159928154944905,0.00020773190063540608
113,113.0,0.00020237975078639576,0.0002233064645598706,0.0002161993411490671
114,114.0,0.00028453170591140504,0.0002679305971637327,0.0002688774478828914
115,115.0,0.0003053521067023164,0.0005572417524280423,0.0004609467978591968
116,116.0,0.00028935753954599443,0.00034852839967483253,0.00029800121067751503
117,117.0,0.00023747698099818175,0.0002907935304665494,0.00027516295059825
118,118.0,0.00017594322462352797,0.00024287362790184408,0.00023715480863668268
119,119.0,0.00020335985184266868,0.00019766161069079298,0.00018695244385626885
120,120.0,0.00024548820139442867,0.000251398400224617,0.0002423976963489511
121,121.0,0.00017824908823524597,0.00021256079979148641,0.00020574164900748004
122,122.0,0.00020619708290394207,0.00022122038903491303,0.00021907670968658366
123,123.0,0.0003145996681565868,0.00035393131649442,0.00027621867688215596
124,124.0,0.0002628572614159849,0.00023513830073184196,0.0002117884256376801
125,125.0,0.000295893205842257,0.00022002835681064336,0.00020441565313222138
126,126.0,0.00027994659168107197,0.00027839464788664804,0.0002390748570620167
127,127.0,0.00020785484396783636,0.00020622294227959158,0.00019220482717180053
128,128.0,0.0001925610029638993,0.0002756320001332648,0.0002544973145946604
129,129.0,0.00021215980395770847,0.00020460540076964177,0.0001963227148992697
130,130.0,0.00017808505570449175,0.00021926608138547922,0.00020218336154665813
131,131.0,0.00017639935617966296,0.00020179674637640964,0.00019925609328373794
132,132.0,0.00016575772104243295,0.00021606736294320047,0.00020263592409006505
133,133.0,0.00015270941985035184,0.00022507644854012548,0.00020325692265223038
134,134.0,0.00016150650474652746,0.0003304769508100092,0.00028359198506248154
135,135.0,0.0001813428716193615,0.00020811654563010961,0.00021175554781000596
136,136.0,0.00016911415319535882,0.0003429083707620903,0.00029907075081005814
137,137.0,0.00024693621950597043,0.0006358498958270759,0.0005635037002115365
138,138.0,0.00033303491946712544,0.0009351904195090382,0.0006673312131676671
139,139.0,0.0005085269243704804,0.0005109584668494857,0.0004069477881773099
140,140.0,0.00026208927810403336,0.00023951699406958576,0.00022524610088345818
141,141.0,0.0001742535928408159,0.00021350964592938077,0.0002053134029554186
142,142.0,0.0001742799603842279,0.00021829609191351314,0.00021170004415651465
143,143.0,0.00015936511825273976,0.00021653853502970338,0.00021319605227785871
144,144.0,0.00019906929489775966,0.00020377359994366227,0.00020765206239183192
145,145.0,0.00016533379739974675,0.0001935616215295664,0.00019843130113605085
146,146.0,0.00015701035727902845,0.0003355899476284341,0.0003022712556335282
147,147.0,0.00019659127887127078,0.00023345151168035008,0.00022479101354438985
148,148.0,0.00019239872792621744,0.0002305764886272281,0.00023076867455983503
149,149.0,0.00017372058423507735,0.0002462879108281743,0.0002482651701270779
150,150.0,0.0001947392801714999,0.00022803918920867117,0.00023167898706593395
151,151.0,0.0002044541148220456,0.00024657900569908435,0.0002492912066462339
152,152.0,0.0002582113529011969,0.00025390043957820765,0.0002344939408880834
153,153.0,0.0002594905705555706,0.00021785913839789882,0.0002130715270308939
154,154.0,0.0003107566214385434,0.0003777919902853548,0.00034538388088552045
155,155.0,0.00031658970407903475,0.0004080856825967559,0.00040178556083835844
156,156.0,0.00035974621922233476,0.0005095167779822927,0.0005071334382408001
157,157.0,0.0002809173283621131,0.0002997131369293517,0.0002755620297575592
158,158.0,0.0002157293188451273,0.00020552287284311612,0.00021046645190257295
159,159.0,0.00016803403920027905,0.00023270467097830438,0.00023149150022458635
160,160.0,0.0002208537106597977,0.0002271622751035892,0.00023100396118091256
161,161.0,0.00018123293229389682,0.0002102025716219255,0.00020356585404261723
162,162.0,0.00018579242815756707,0.00019634288373134547,0.00019173037009381666
163,163.0,0.00015865821662897265,0.00021548703107806747,0.0002240002051812057
164,164.0,0.00017097580238444995,0.00023203173873885882,0.0002431476733666136
165,165.0,0.00016085204851218652,0.00019843166779692436,0.0001990098898115708
166,166.0,0.00015548397792336828,0.00021389995802821287,0.0002118814485164183
167,167.0,0.00016091506878899764,0.00021305498743722992,0.00021237957065386504
168,168.0,0.00015067344092537055,0.00019974921374244542,0.00019817329897375865
169,169.0,0.00016484309179195717,0.0001998933344716742,0.00019898330485332308
170,170.0,0.00017102832819483417,0.0002042554542473552,0.00019827025967720176
171,171.0,0.00014693572852624598,0.00021329112966249136,0.00020335612165935826
172,172.0,0.0001660451014645185,0.00030550733562725104,0.0002839915263507053
173,173.0,0.00021362341802138403,0.00028215029357328347,0.00026238003720136714
174,174.0,0.0002481548625145248,0.0002508165941463564,0.00021156528549806577
175,175.0,0.00026585266220377463,0.0004685930050363791,0.000402514909788125
176,176.0,0.0002720224365006245,0.00029457211594803015,0.00024590494147090115
177,177.0,0.00018237416386322918,0.0002912096827924352,0.0002680633793210425
178,178.0,0.00017897704453505027,0.00031830750995771233,0.0002628834005163074
179,179.0,0.00018125229677984171,0.0002555846009004204,0.000224716374718834
180,180.0,0.00016123773908264605,0.00021104085518082363,0.00021084933013586058
181,181.0,0.00018977262564968874,0.00022287797804490203,0.00022927453231777928
182,182.0,0.00018457698250455562,0.0002079331832850147,0.00021556872199320531
183,183.0,0.00018779523295574686,0.00025369436877613257,0.00024443647116673096
184,184.0,0.000166989637958152,0.00037787044996115166,0.000353463057935531
185,185.0,0.00022930758195944853,0.00037706646464844907,0.00031270017031418497
186,186.0,0.00022078974156346617,0.0003415634370839319,0.0003026383465585794
187,187.0,0.000309856544436891,0.00030858682025018734,0.00032884102114417383
188,188.0,0.00032996812550921254,0.0002714020617499175,0.00028048161349356315
189,189.0,0.0003395220134024425,0.0004509707159308943,0.00043208866195340557
190,190.0,0.00026348991439907696,0.00044403409737885113,0.00042814298845955597
191,191.0,0.00023111972078851444,0.0002825476449271275,0.000275683154894491
192,192.0,0.00019987006350614007,0.00021786896760651707,0.00021940166187828415
193,193.0,0.00018486770123646857,0.0002245079958082291,0.00021409119471352858
194,194.0,0.00016476226189253733,0.0002016874357097782,0.00020752011573929442
195,195.0,0.00019480246666849516,0.00025173038207364955,0.00026249884590580754
196,196.0,0.00020755283815611006,0.0003811386902784008,0.0003992723117616446
197,197.0,0.0003398279601925534,0.00044310537555878314,0.00044006961559603174
198,198.0,0.0005807315813124177,0.0006242575959262882,0.0005059999412349263
199,199.0,0.0006795376644128954,0.0006650658050407547,0.0004884822059871862
