,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_term_NN,logdir
0,0.3328053057193756,,,1714158584,,True,101,273fde7b,2024-04-26_21-09-44,0.0004074573516845703,337.67001461982727,374971,zimmerib,139.11.222.200,337.67001461982727,101,0.03768934816960834,75,25,273fde7b
1,0.5160982608795166,,9.0,1714158286,,True,10,a9ef5ed3,2024-04-26_21-04-46,3.72613787651062,38.11134624481201,375061,zimmerib,139.11.222.200,38.11134624481201,10,0.002821180919872284,50,25,a9ef5ed3
2,0.5190404057502747,,9.0,1714158285,,True,10,a60e3a60,2024-04-26_21-04-45,3.390711784362793,34.55112910270691,375264,zimmerib,139.11.222.200,34.55112910270691,10,0.009251083216731116,75,5,a60e3a60
3,0.527620255947113,,9.0,1714158288,,True,10,10546a1b,2024-04-26_21-04-48,2.7455203533172607,35.69417905807495,375350,zimmerib,139.11.222.200,35.69417905807495,10,0.0006987773897282226,50,25,10546a1b
4,0.4799005389213562,,29.0,1714158389,,True,30,451d00a0,2024-04-26_21-06-29,3.293860673904419,101.46335339546204,375557,zimmerib,139.11.222.200,101.46335339546204,30,0.003776249630313656,50,45,451d00a0
5,0.5270693898200989,,9.0,1714158326,,True,10,08fb5ced,2024-04-26_21-05-26,3.4420909881591797,36.06637120246887,375621,zimmerib,139.11.222.200,36.06637120246887,10,0.0008441641100629578,50,25,08fb5ced
6,0.5341992378234863,,9.0,1714158328,,True,10,50c6e30f,2024-04-26_21-05-28,3.4111716747283936,35.78859829902649,375705,zimmerib,139.11.222.200,35.78859829902649,10,0.0018529902736081428,75,5,50c6e30f
7,0.11717799305915833,,,1714158927,,True,101,dde7271c,2024-04-26_21-15-27,0.00038909912109375,598.1608328819275,375908,zimmerib,139.11.222.200,598.1608328819275,101,0.03130794497498438,25,45,dde7271c
8,0.30361583828926086,,,1714158903,,True,101,d3e4bdad,2024-04-26_21-15-03,0.00046062469482421875,572.4064571857452,375972,zimmerib,139.11.222.200,572.4064571857452,101,0.0209013882682689,25,35,d3e4bdad
9,0.3371806740760803,,89.0,1714158705,,True,90,a832cfbe,2024-04-26_21-11-45,3.6030824184417725,312.8335859775543,376261,zimmerib,139.11.222.200,312.8335859775543,90,0.03627248978436497,75,5,a832cfbe
10,0.038315549492836,,,1714159168,,True,101,f5ac042a,2024-04-26_21-19-28,0.0003879070281982422,581.315731048584,376989,zimmerib,139.11.222.200,581.315731048584,101,0.040515534073966374,25,15,f5ac042a
11,0.5198337435722351,,9.0,1714158744,,True,10,8d3ba8ad,2024-04-26_21-12-24,3.3971660137176514,36.631327867507935,377470,zimmerib,139.11.222.200,36.631327867507935,10,0.0018639467185934979,50,35,8d3ba8ad
12,0.000636714103166014,,,1714159315,,True,101,1ad667c6,2024-04-26_21-21-55,0.001119375228881836,568.0220773220062,377665,zimmerib,139.11.222.200,568.0220773220062,101,0.14474185075884152,25,15,1ad667c6
13,0.48642829060554504,,9.0,1714158943,,True,10,889c64f3,2024-04-26_21-15-43,3.5587263107299805,36.49929738044739,378285,zimmerib,139.11.222.200,36.49929738044739,10,0.008494447626162726,50,45,889c64f3
14,0.00335957040078938,,,1714159508,,True,101,18204e48,2024-04-26_21-25-08,0.00037169456481933594,578.6160681247711,378427,zimmerib,139.11.222.200,578.6160681247711,101,0.4376216114447585,25,35,18204e48
15,0.00019950815476477146,,,1714159511,,True,101,01144765,2024-04-26_21-25-11,0.0008296966552734375,565.2425954341888,378548,zimmerib,139.11.222.200,565.2425954341888,101,0.22771893396137644,25,15,01144765
16,0.002658270066604018,,,1714159758,,True,101,94f0041d,2024-04-26_21-29-18,0.0004105567932128906,587.4808950424194,379394,zimmerib,139.11.222.200,587.4808950424194,101,0.31156591754624535,25,15,94f0041d
17,0.00837486982345581,,89.0,1714159828,,True,90,8cfdc3b6,2024-04-26_21-30-28,5.591970205307007,509.7796356678009,379961,zimmerib,139.11.222.200,509.7796356678009,90,0.25025158639705003,25,15,8cfdc3b6
18,0.003346859710291028,,,1714160088,,True,101,391b63fd,2024-04-26_21-34-48,0.0005564689636230469,576.0507640838623,380691,zimmerib,139.11.222.200,576.0507640838623,101,0.33683256785729976,25,15,391b63fd
19,0.3811189830303192,,9.0,1714159574,,True,10,ad13e2c2,2024-04-26_21-26-14,5.830885887145996,59.81976675987244,380756,zimmerib,139.11.222.200,59.81976675987244,10,0.3544974096590438,25,15,ad13e2c2
20,0.0011061095865443349,,,1714160142,,True,101,ef5fcf68,2024-04-26_21-35-42,0.0003833770751953125,565.5875487327576,381043,zimmerib,139.11.222.200,565.5875487327576,101,0.34506543282561536,25,15,ef5fcf68
21,0.5272152423858643,,9.0,1714159821,,True,10,666a3e14,2024-04-26_21-30-21,5.839405059814453,60.30858087539673,381737,zimmerib,139.11.222.200,60.30858087539673,10,0.0001010830742184919,25,15,666a3e14
22,0.5349978804588318,,9.0,1714159883,,True,10,ed52d5ca,2024-04-26_21-31-23,5.952761650085449,59.640915870666504,382026,zimmerib,139.11.222.200,59.640915870666504,10,0.00010318188676168241,25,15,ed52d5ca
23,0.3305416703224182,,29.0,1714160005,,True,30,b8a0b300,2024-04-26_21-33-25,5.555854558944702,174.05747389793396,382130,zimmerib,139.11.222.200,174.05747389793396,30,0.10648160126624183,25,15,b8a0b300
