,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_LSTM,config/model/LSTM_layers,logdir
0,0.008071048185229301,,,1714209832,,True,101,142541fe,2024-04-27_11-23-52,0.0004241466522216797,1.719968557357788,601938,zimmerib,139.11.222.200,1.719968557357788,101,0.002428916946974888,25,35,3,142541fe
1,0.3381785452365875,,9.0,1714209833,,True,10,e1859a85,2024-04-27_11-23-53,0.007379293441772461,1.1633245944976807,602035,zimmerib,139.11.222.200,1.1633245944976807,10,0.11999975480350802,25,45,3,e1859a85
2,0.005546479020267725,,,1714209836,,True,101,ef70c38a,2024-04-27_11-23-56,0.00048804283142089844,1.7095990180969238,602224,zimmerib,139.11.222.200,1.7095990180969238,101,0.004863951003835903,25,25,2,ef70c38a
3,1.0036519765853882,,9.0,1714209838,,True,10,6df7bac4,2024-04-27_11-23-58,0.0034608840942382812,1.2253632545471191,602329,zimmerib,139.11.222.200,1.2253632545471191,10,0.0013389279116695488,50,35,1,6df7bac4
4,1.1033114194869995,,9.0,1714209840,,True,10,b101d2e9,2024-04-27_11-24-00,0.0042667388916015625,1.0238163471221924,602397,zimmerib,139.11.222.200,1.0238163471221924,10,0.010526037777610407,50,5,3,b101d2e9
5,0.39610016345977783,,9.0,1714209842,,True,10,6a443dc6,2024-04-27_11-24-02,0.0032148361206054688,1.0184452533721924,602482,zimmerib,139.11.222.200,1.0184452533721924,10,0.002739716567160668,50,35,1,6a443dc6
6,1.3149831295013428,,9.0,1714209844,,True,10,a6844894,2024-04-27_11-24-04,0.005046367645263672,1.167626142501831,602551,zimmerib,139.11.222.200,1.167626142501831,10,0.0001048156533075998,25,45,1,a6844894
7,0.7807344198226929,,9.0,1714209847,,True,10,2226ee80,2024-04-27_11-24-07,0.0044367313385009766,1.0877037048339844,602619,zimmerib,139.11.222.200,1.0877037048339844,10,0.0014135601061558629,50,5,2,2226ee80
8,0.009856573306024075,,89.0,1714209850,,True,90,dcc4722d,2024-04-27_11-24-10,0.0074498653411865234,1.6924686431884766,602704,zimmerib,139.11.222.200,1.6924686431884766,90,0.008581694621646053,25,45,3,dcc4722d
9,1.986049771308899,,9.0,1714209851,,True,10,4e726e78,2024-04-27_11-24-11,0.004281520843505859,1.1660287380218506,602773,zimmerib,139.11.222.200,1.1660287380218506,10,0.0007019683821378801,50,5,2,4e726e78
