,mean,std
0,1.1605472585618588,0.12667175819201082
1,0.728592948551309,0.33602731630598653
2,0.46719375823308806,0.3784474262305166
3,0.3195047309130099,0.3078090992567294
4,0.19584385322093653,0.18737158566381237
5,0.11748320082037823,0.08947464843902835
6,0.08332439146758074,0.06339352348971387
7,0.06459041571184711,0.050942255261197
8,0.0493292994715609,0.03659253558999957
9,0.03949881711732348,0.02858482454210714
10,0.03213246942070857,0.022584271509969358
11,0.02717935609551475,0.018698426871754593
12,0.022890854056668856,0.016086043337089014
13,0.020031498856429582,0.013374218365529758
14,0.01743876423392063,0.0110773570609718
15,0.014978715096381523,0.00998618611490941
16,0.013599846303757086,0.008807893310068943
17,0.012296497258436834,0.008010698626082882
18,0.01125944665665008,0.007136940508367085
19,0.010419233783261912,0.006435259948780052
20,0.010092074255329344,0.005828722700423803
21,0.009210605742881158,0.005406524786189522
22,0.008709015032425337,0.005093318581758771
23,0.008434822011335214,0.00452174620907789
24,0.008067392982523552,0.004199333978395449
25,0.007764825294285892,0.004130146196943774
26,0.007249719222966373,0.0038595840897585904
27,0.00671957091819665,0.0033902382782485096
28,0.006253162871997711,0.0033058378133304167
29,0.006044136016262275,0.0027623108409983747
30,0.005574275184338201,0.0025810757661178037
31,0.005021912087207061,0.002519456880599366
32,0.004948010865929322,0.0022073225282899394
33,0.004915752902222591,0.0020179271806249756
34,0.004548755798075085,0.001978702183146049
35,0.004234167680722498,0.0018955350950034784
36,0.004005032018775257,0.0018110617166270668
37,0.003930815296774114,0.0017422032159485322
38,0.003705565448979955,0.0016811591007482552
39,0.0035242318338870975,0.0016949936445610097
40,0.003457827016570596,0.0016165127120339364
41,0.0034106199551995,0.0014985451274876545
42,0.0034366015074753344,0.0013206481739257855
43,0.0032452234166784845,0.001299669337142977
44,0.0030814181405767185,0.001315765436742842
45,0.002905590472113424,0.0013151608133740642
46,0.0028118822222502173,0.0013160356976567378
47,0.0029093902414710836,0.0012665079088512896
48,0.002879989612325406,0.00109368671266179
49,0.002561828980816183,0.0010531810186383422
50,0.0025114102784643657,0.0010065697692129374
51,0.002562256347961142,0.0008932202048911465
52,0.0024291707334976134,0.0008758704731485469
53,0.0024031084903790466,0.0008373007830026795
54,0.002503366092577194,0.0007806930468264118
55,0.002525134673824931,0.0007093720152020909
56,0.0022575257035334865,0.0007315673643832993
57,0.002125931983464382,0.0007843561433588004
58,0.0020709814997742068,0.0008423418543583972
59,0.002427100261009241,0.001083900327547038
60,0.0022907218271905386,0.0011038776678967202
61,0.0019645616029018882,0.0008131974215499041
62,0.00180545095579339,0.00074803456637392
63,0.0016754605244077305,0.0007609177538764515
64,0.0018846032304200417,0.000673150726155662
65,0.0020102724571894534,0.0008314442849508544
66,0.0018869163995960407,0.0009570395910091547
67,0.0017349461038491194,0.0005660987586167124
68,0.0018871144548610072,0.0003207217106080711
69,0.0018310637460379475,0.0005099095053530411
70,0.0017257572563645915,0.00048478160169241957
71,0.002018278453319476,0.00039901020812597185
72,0.002384962675787192,0.00027275457923326855
73,0.002731700351829806,0.0008314715352711852
74,0.0022163067580203387,0.0005492306235357192
75,0.0018125411795827423,0.00037110507437540735
76,0.001540673464249123,0.00037270110643341007
77,0.0015172461436199674,0.000499944503285252
78,0.0017518718883734266,0.0008187759649911536
79,0.001823570851801347,0.0008534383869958559
80,0.001911618065495523,0.0010579206186930317
81,0.002150447522588729,0.0016023220631956536
82,0.0019066923505026022,0.0012783236618314172
83,0.0015287276918521547,0.0008988927261568225
84,0.0013173918381116916,0.0006653101469724159
85,0.0012118247200125414,0.0005811074770239437
86,0.0012564129869136232,0.0007360627495800435
87,0.0011937873380331848,0.0006088086436862554
88,0.0011348725585338293,0.0005910399981108724
89,0.001120153054176996,0.000616249800065358
90,0.0011717499910444465,0.0005746197438334401
91,0.0011643134748318125,0.0004426092273674047
92,0.001334979665141127,0.000533684232104983
