,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_C_NN,logdir
0,0.5200117826461792,,9.0,1714143828,,True,10,283b9551,2024-04-26_17-03-48,7.144128084182739,70.72540402412415,303552,zimmerib,139.11.222.200,70.72540402412415,10,0.002428916946974888,25,35,283b9551
1,0.2990480363368988,,,1714144161,,True,101,553b1483,2024-04-26_17-09-21,0.0003905296325683594,401.516432762146,303660,zimmerib,139.11.222.200,401.516432762146,101,0.04160439645256607,50,45,553b1483
2,0.5205804109573364,,9.0,1714143802,,True,10,0147a8a7,2024-04-26_17-03-22,3.9096012115478516,40.48173713684082,303848,zimmerib,139.11.222.200,40.48173713684082,10,0.003960515045685085,50,35,0147a8a7
3,0.5463371276855469,,9.0,1714143805,,True,10,59ebad4a,2024-04-26_17-03-25,3.303199529647827,41.06993293762207,303951,zimmerib,139.11.222.200,41.06993293762207,10,0.007982478599323922,75,35,59ebad4a
4,0.5281395316123962,,9.0,1714143845,,True,10,d510c6bf,2024-04-26_17-04-05,4.022953033447266,40.644869804382324,304160,zimmerib,139.11.222.200,40.644869804382324,10,0.0013389279116695488,50,35,d510c6bf
5,0.39982202649116516,,29.0,1714143929,,True,30,644df5f7,2024-04-26_17-05-29,4.034562349319458,121.05692219734192,304243,zimmerib,139.11.222.200,121.05692219734192,30,0.028226046783939623,75,15,644df5f7
6,0.33677321672439575,,89.0,1714144460,,True,90,e2d786c2,2024-04-26_17-14-20,6.792370080947876,629.2605333328247,304390,zimmerib,139.11.222.200,629.2605333328247,90,0.01627848888091436,25,45,e2d786c2
7,0.5252282023429871,,9.0,1714143889,,True,10,4ce0b091,2024-04-26_17-04-49,3.9638428688049316,41.56335997581482,304512,zimmerib,139.11.222.200,41.56335997581482,10,0.0020874681332882297,50,25,4ce0b091
8,0.525367796421051,,9.0,1714143961,,True,10,111ff067,2024-04-26_17-06-01,6.942689895629883,69.5931785106659,304744,zimmerib,139.11.222.200,69.5931785106659,10,0.0001048156533075998,25,45,111ff067
9,0.33146581053733826,,89.0,1714144572,,True,90,aa7f95fa,2024-04-26_17-16-12,7.054829835891724,640.5950000286102,304946,zimmerib,139.11.222.200,640.5950000286102,90,0.020209756220944206,25,35,aa7f95fa
10,0.5266373157501221,,9.0,1714144006,,True,10,f96dc6b3,2024-04-26_17-06-46,3.9666359424591064,41.615991830825806,305132,zimmerib,139.11.222.200,41.615991830825806,10,0.00027693352161829547,50,5,f96dc6b3
